id,name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category
406,Lyons Inc,Balanced attitude-oriented parallelism,39300,71583,successful,645,US,USD,1359525600,1360562400,TRUE,FALSE,film & video/documentary
407,Herrera-Wilson,Organized bandwidth-monitored core,3400,12100,successful,484,DK,DKK,1570942800,1571547600,FALSE,FALSE,theater/plays
408,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200,12129,successful,154,CA,CAD,1466398800,1468126800,FALSE,FALSE,film & video/documentary
409,Stewart LLC,Secured asymmetric projection,135600,62804,failed,714,US,USD,1492491600,1492837200,FALSE,FALSE,music/rock
410,Mcmillan Group,Advanced cohesive Graphic Interface,153700,55536,live,1111,US,USD,1430197200,1430197200,FALSE,FALSE,games/mobile games
411,"Beck, Thompson and Martinez",Down-sized maximized function,7800,8161,successful,82,US,USD,1496034000,1496206800,FALSE,FALSE,theater/plays
412,Rodriguez-Scott,Realigned zero tolerance software,2100,14046,successful,134,US,USD,1388728800,1389592800,FALSE,FALSE,publishing/fiction
413,Rush-Bowers,Persevering analyzing extranet,189500,117628,live,1089,US,USD,1543298400,1545631200,FALSE,FALSE,film & video/animation
414,Davis and Sons,Innovative human-resource migration,188200,159405,failed,5497,US,USD,1271739600,1272430800,FALSE,TRUE,food/food trucks
415,Anderson-Pham,Intuitive needs-based monitoring,113500,12552,failed,418,US,USD,1326434400,1327903200,FALSE,FALSE,theater/plays
416,Stewart-Coleman,Customer-focused disintermediate toolset,134600,59007,failed,1439,US,USD,1295244000,1296021600,FALSE,TRUE,film & video/documentary
417,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700,943,failed,15,US,USD,1541221200,1543298400,FALSE,FALSE,theater/plays
418,Jackson PLC,Quality-focused client-server core,163700,93963,failed,1999,CA,CAD,1336280400,1336366800,FALSE,FALSE,film & video/documentary
419,Ware-Arias,Upgradable maximized protocol,113800,140469,successful,5203,US,USD,1324533600,1325052000,FALSE,FALSE,technology/web
420,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000,6423,successful,94,US,USD,1498366800,1499576400,FALSE,FALSE,theater/plays
421,Thomas-Lopez,User-centric fault-tolerant archive,9400,6015,failed,118,US,USD,1498712400,1501304400,FALSE,TRUE,technology/wearables
422,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700,11075,successful,205,US,USD,1271480400,1273208400,FALSE,TRUE,theater/plays
423,Jones-Riddle,Self-enabling real-time definition,147800,15723,failed,162,US,USD,1316667600,1316840400,FALSE,TRUE,food/food trucks
424,Schmidt-Gomez,User-centric impactful projection,5100,2064,failed,83,US,USD,1524027600,1524546000,FALSE,FALSE,music/indie rock
425,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,2700,7767,successful,92,US,USD,1438059600,1438578000,FALSE,FALSE,photography/photography books
426,Edwards-Kane,Virtual leadingedge framework,1800,10313,successful,219,US,USD,1361944800,1362549600,FALSE,FALSE,theater/plays
427,"Hicks, Wall and Webb",Managed discrete framework,174500,197018,successful,2526,US,USD,1410584400,1413349200,FALSE,TRUE,theater/plays
428,Mayer-Richmond,Progressive zero-defect capability,101400,47037,failed,747,US,USD,1297404000,1298008800,FALSE,FALSE,film & video/animation
429,Robles Ltd,Right-sized demand-driven adapter,191000,173191,canceled,2138,US,USD,1392012000,1394427600,FALSE,TRUE,photography/photography books
430,Cochran Ltd,Re-engineered attitude-oriented frame,8100,5487,failed,84,US,USD,1569733200,1572670800,FALSE,FALSE,theater/plays
431,Rosales LLC,Compatible multimedia utilization,5100,9817,successful,94,US,USD,1529643600,1531112400,TRUE,FALSE,theater/plays
432,Harper-Bryan,Re-contextualized dedicated hardware,7700,6369,failed,91,US,USD,1399006800,1400734800,FALSE,FALSE,theater/plays
433,"Potter, Harper and Everett",Decentralized composite paradigm,121400,65755,failed,792,US,USD,1385359200,1386741600,FALSE,TRUE,film & video/documentary
434,Floyd-Sims,Cloned transitional hierarchy,5400,903,canceled,10,CA,CAD,1480572000,1481781600,TRUE,FALSE,theater/plays
435,"Spence, Jackson and Kelly",Advanced discrete leverage,152400,178120,successful,1713,IT,EUR,1418623200,1419660000,FALSE,TRUE,theater/plays
436,King-Nguyen,Open-source incremental throughput,1300,13678,successful,249,US,USD,1555736400,1555822800,FALSE,FALSE,music/jazz
437,Hansen Group,Centralized regional interface,8100,9969,successful,192,US,USD,1442120400,1442379600,FALSE,TRUE,film & video/animation
438,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300,14827,successful,247,US,USD,1362376800,1364965200,FALSE,FALSE,theater/plays
439,Cummings Inc,Digitized transitional monitoring,28400,100900,successful,2293,US,USD,1478408400,1479016800,FALSE,FALSE,film & video/science fiction
440,Miller-Poole,Networked optimal adapter,102500,165954,successful,3131,US,USD,1498798800,1499662800,FALSE,FALSE,film & video/television
441,Rodriguez-West,Automated optimal function,7000,1744,failed,32,US,USD,1335416400,1337835600,FALSE,FALSE,technology/wearables
442,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400,10731,successful,143,IT,EUR,1504328400,1505710800,FALSE,FALSE,theater/plays
443,Clark-Bowman,Stand-alone user-facing service-desk,9300,3232,canceled,90,US,USD,1285822800,1287464400,FALSE,FALSE,theater/plays
444,Hensley Ltd,Versatile global attitude,6200,10938,successful,296,US,USD,1311483600,1311656400,FALSE,TRUE,music/indie rock
445,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100,10739,successful,170,US,USD,1291356000,1293170400,FALSE,TRUE,theater/plays
446,"Martin, Martin and Solis",Assimilated uniform methodology,6800,5579,failed,186,US,USD,1355810400,1355983200,FALSE,FALSE,technology/wearables
447,Harrington-Harper,Self-enabling next generation algorithm,155200,37754,canceled,439,GB,GBP,1513663200,1515045600,FALSE,FALSE,film & video/television
448,Price and Sons,Object-based demand-driven strategy,89900,45384,failed,605,US,USD,1365915600,1366088400,FALSE,TRUE,games/video games
449,Cuevas-Morales,Public-key coherent ability,900,8703,successful,86,DK,DKK,1551852000,1553317200,FALSE,FALSE,games/video games
450,Delgado-Hatfield,Up-sized composite success,100,4,failed,1,CA,CAD,1540098000,1542088800,FALSE,FALSE,film & video/animation
451,Padilla-Porter,Innovative exuding matrix,148400,182302,successful,6286,US,USD,1500440400,1503118800,FALSE,FALSE,music/rock
452,Morris Group,Realigned impactful artificial intelligence,4800,3045,failed,31,US,USD,1278392400,1278478800,FALSE,FALSE,film & video/drama
453,Saunders Ltd,Multi-layered multi-tasking secured line,182400,102749,failed,1181,US,USD,1480572000,1484114400,FALSE,FALSE,film & video/science fiction
454,Woods Inc,Upgradable upward-trending portal,4000,1763,failed,39,US,USD,1382331600,1385445600,FALSE,TRUE,film & video/drama
455,"Villanueva, Wright and Richardson",Profit-focused global product,116500,137904,successful,3727,US,USD,1316754000,1318741200,FALSE,FALSE,theater/plays
456,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400,152438,successful,1605,US,USD,1518242400,1518242400,FALSE,TRUE,music/indie rock
457,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000,1332,failed,46,US,USD,1476421200,1476594000,FALSE,FALSE,theater/plays
458,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800,118706,successful,2120,US,USD,1269752400,1273554000,FALSE,FALSE,theater/plays
459,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300,5674,failed,105,US,USD,1419746400,1421906400,FALSE,FALSE,film & video/documentary
460,"Rich, Alvarez and King",Business-focused static ability,2400,4119,successful,50,US,USD,1281330000,1281589200,FALSE,FALSE,theater/plays
461,Terry-Salinas,Networked secondary structure,98800,139354,successful,2080,US,USD,1398661200,1400389200,FALSE,FALSE,film & video/drama
462,Wang-Rodriguez,Total multimedia website,188800,57734,failed,535,US,USD,1359525600,1362808800,FALSE,FALSE,games/mobile games
463,Mckee-Hill,Cross-platform upward-trending parallelism,134300,145265,successful,2105,US,USD,1388469600,1388815200,FALSE,FALSE,film & video/animation
464,Gomez LLC,Pre-emptive mission-critical hardware,71200,95020,successful,2436,US,USD,1518328800,1519538400,FALSE,FALSE,theater/plays
465,Gonzalez-Robbins,Up-sized responsive protocol,4700,8829,successful,80,US,USD,1517032800,1517810400,FALSE,FALSE,publishing/translations
466,Obrien and Sons,Pre-emptive transitional frame,1200,3984,successful,42,US,USD,1368594000,1370581200,FALSE,TRUE,technology/wearables
467,Shaw Ltd,Profit-focused content-based application,1400,8053,successful,139,CA,CAD,1448258400,1448863200,FALSE,TRUE,technology/web
468,Hughes Inc,Streamlined neutral analyzer,4000,1620,failed,16,US,USD,1555218000,1556600400,FALSE,FALSE,theater/plays
469,Olsen-Ryan,Assimilated neutral utilization,5600,10328,successful,159,US,USD,1431925200,1432098000,FALSE,FALSE,film & video/drama
470,"Grimes, Holland and Sloan",Extended dedicated archive,3600,10289,successful,381,US,USD,1481522400,1482127200,FALSE,FALSE,technology/wearables
471,Perry and Sons,Configurable static help-desk,3100,9889,successful,194,GB,GBP,1335934800,1335934800,FALSE,TRUE,food/food trucks
472,"Turner, Young and Collins",Self-enabling clear-thinking framework,153800,60342,failed,575,US,USD,1552280400,1556946000,FALSE,FALSE,music/rock
473,Richardson Inc,Assimilated fault-tolerant capacity,5000,8907,successful,106,US,USD,1529989200,1530075600,FALSE,FALSE,music/electric music
474,Santos-Young,Enhanced neutral ability,4000,14606,successful,142,US,USD,1418709600,1418796000,FALSE,FALSE,film & video/television
475,Nichols Ltd,Function-based attitude-oriented groupware,7400,8432,successful,211,US,USD,1372136400,1372482000,FALSE,TRUE,publishing/translations
476,Murphy PLC,Optional solution-oriented instruction set,191500,57122,failed,1120,US,USD,1533877200,1534395600,FALSE,FALSE,publishing/fiction
477,"Hogan, Porter and Rivera",Organic object-oriented core,8500,4613,failed,113,US,USD,1309064400,1311397200,FALSE,FALSE,film & video/science fiction
478,Lyons LLC,Balanced impactful circuit,68800,162603,successful,2756,US,USD,1425877200,1426914000,FALSE,FALSE,technology/wearables
479,Long-Greene,Future-proofed heuristic encryption,2400,12310,successful,173,GB,GBP,1501304400,1501477200,FALSE,FALSE,food/food trucks
480,Robles-Hudson,Balanced bifurcated leverage,8600,8656,successful,87,US,USD,1268287200,1269061200,FALSE,TRUE,photography/photography books
481,Mcclure LLC,Sharable discrete budgetary management,196600,159931,failed,1538,US,USD,1412139600,1415772000,FALSE,TRUE,theater/plays
482,"Martin, Russell and Baker",Focused solution-oriented instruction set,4200,689,failed,9,US,USD,1330063200,1331013600,FALSE,TRUE,publishing/fiction
483,Rice-Parker,Down-sized actuating infrastructure,91400,48236,failed,554,US,USD,1576130400,1576735200,FALSE,FALSE,theater/plays
484,Landry Inc,Synergistic cohesive adapter,29600,77021,successful,1572,GB,GBP,1407128400,1411362000,FALSE,TRUE,food/food trucks
485,Richards-Davis,Quality-focused mission-critical structure,90600,27844,failed,648,GB,GBP,1560142800,1563685200,FALSE,FALSE,theater/plays
486,"Davis, Cox and Fox",Compatible exuding Graphical User Interface,5200,702,failed,21,GB,GBP,1520575200,1521867600,FALSE,TRUE,publishing/translations
487,Smith-Wallace,Monitored 24/7 time-frame,110300,197024,successful,2346,US,USD,1492664400,1495515600,FALSE,FALSE,theater/plays
488,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300,11663,successful,115,US,USD,1454479200,1455948000,FALSE,FALSE,theater/plays
489,Clark Inc,Down-sized mobile time-frame,9200,9339,successful,85,IT,EUR,1281934800,1282366800,FALSE,FALSE,technology/wearables
490,Young and Sons,Innovative disintermediate encryption,2400,4596,successful,144,US,USD,1573970400,1574575200,FALSE,FALSE,journalism/audio
491,Henson PLC,Universal contextually-based knowledgebase,56800,173437,successful,2443,US,USD,1372654800,1374901200,FALSE,TRUE,food/food trucks
492,Garcia Group,Persevering interactive matrix,191000,45831,canceled,595,US,USD,1275886800,1278910800,TRUE,TRUE,film & video/shorts
493,"Adams, Walker and Wong",Seamless background framework,900,6514,successful,64,US,USD,1561784400,1562907600,FALSE,FALSE,photography/photography books
494,Hopkins-Browning,Balanced upward-trending productivity,2500,13684,successful,268,US,USD,1332392400,1332478800,FALSE,FALSE,technology/wearables
495,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200,13264,successful,195,DK,DKK,1402376400,1402722000,FALSE,FALSE,theater/plays
496,Morales Group,Optimized bi-directional extranet,183800,1667,failed,54,US,USD,1495342800,1496811600,FALSE,FALSE,film & video/animation
497,Lucero Group,Intuitive actuating benchmark,9800,3349,failed,120,US,USD,1482213600,1482213600,FALSE,TRUE,technology/wearables
498,"Smith, Brown and Davis",Devolved background project,193400,46317,failed,579,DK,DKK,1420092000,1420264800,FALSE,FALSE,technology/web
499,Hunt Group,Reverse-engineered executive emulation,163800,78743,failed,2072,US,USD,1458018000,1458450000,FALSE,TRUE,film & video/documentary
500,Valdez Ltd,Team-oriented clear-thinking matrix,100,0,failed,0,US,USD,1367384400,1369803600,FALSE,TRUE,theater/plays
501,Mccann-Le,Focused coherent methodology,153600,107743,failed,1796,US,USD,1363064400,1363237200,FALSE,FALSE,film & video/documentary
502,Johnson Inc,Reduced context-sensitive complexity,1300,6889,successful,186,AU,AUD,1343365200,1345870800,FALSE,TRUE,games/video games
503,Collins LLC,Decentralized 4thgeneration time-frame,25500,45983,successful,460,US,USD,1435726800,1437454800,FALSE,FALSE,film & video/drama
504,Smith-Miller,De-engineered cohesive moderator,7500,6924,failed,62,IT,EUR,1431925200,1432011600,FALSE,FALSE,music/rock
505,Jensen-Vargas,Ameliorated explicit parallelism,89900,12497,failed,347,US,USD,1362722400,1366347600,FALSE,TRUE,publishing/radio & podcasts
506,"Robles, Bell and Gonzalez",Customizable background monitoring,18000,166874,successful,2528,US,USD,1511416800,1512885600,FALSE,TRUE,theater/plays
507,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100,837,failed,19,US,USD,1365483600,1369717200,FALSE,TRUE,technology/web
508,Roberts Group,Up-sized radical pricing structure,172700,193820,successful,3657,US,USD,1532840400,1534654800,FALSE,FALSE,theater/plays
509,White LLC,Robust zero-defect project,168500,119510,failed,1258,US,USD,1336194000,1337058000,FALSE,FALSE,theater/plays
510,"Best, Miller and Thomas",Re-engineered mobile task-force,7800,9289,successful,131,AU,AUD,1527742800,1529816400,FALSE,FALSE,film & video/drama
511,Smith-Mullins,User-centric intangible neural-net,147800,35498,failed,362,US,USD,1564030800,1564894800,FALSE,FALSE,theater/plays
512,Williams-Walsh,Organized explicit core,9100,12678,successful,239,US,USD,1404536400,1404622800,FALSE,TRUE,games/video games
513,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,8300,3260,canceled,35,US,USD,1284008400,1284181200,FALSE,FALSE,film & video/television
514,"Sanchez, Bradley and Flores",Centralized motivating capacity,138700,31123,canceled,528,CH,CHF,1386309600,1386741600,FALSE,TRUE,music/rock
515,Cox LLC,Phased 24hour flexibility,8600,4797,failed,133,CA,CAD,1324620000,1324792800,FALSE,TRUE,theater/plays
516,Morales-Odonnell,Exclusive 5thgeneration structure,125400,53324,failed,846,US,USD,1281070800,1284354000,FALSE,FALSE,publishing/nonfiction
517,Ramirez LLC,Multi-tiered maximized orchestration,5900,6608,successful,78,US,USD,1493960400,1494392400,FALSE,FALSE,food/food trucks
518,Ramirez Group,Open-architected uniform instruction set,8800,622,failed,10,US,USD,1519365600,1519538400,FALSE,TRUE,film & video/animation
519,Marsh-Coleman,Exclusive asymmetric analyzer,177700,180802,successful,1773,US,USD,1420696800,1421906400,FALSE,TRUE,music/rock
520,"Frederick, Jenkins and Collins",Organic radical collaboration,800,3406,successful,32,US,USD,1555650000,1555909200,FALSE,FALSE,theater/plays
521,Wilson Ltd,Function-based multi-state software,7600,11061,successful,369,US,USD,1471928400,1472446800,FALSE,TRUE,film & video/drama
522,"Cline, Peterson and Lowery",Innovative static budgetary management,50500,16389,failed,191,US,USD,1341291600,1342328400,FALSE,FALSE,film & video/shorts
523,"Underwood, James and Jones",Triple-buffered holistic ability,900,6303,successful,89,US,USD,1267682400,1268114400,FALSE,FALSE,film & video/shorts
524,Johnson-Contreras,Diverse scalable superstructure,96700,81136,failed,1979,US,USD,1272258000,1273381200,FALSE,FALSE,theater/plays
525,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100,1768,failed,63,US,USD,1290492000,1290837600,FALSE,FALSE,technology/wearables
526,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300,12944,successful,147,US,USD,1451109600,1454306400,FALSE,TRUE,theater/plays
527,Rosario-Smith,Enterprise-wide intermediate portal,189200,188480,failed,6080,CA,CAD,1454652000,1457762400,FALSE,FALSE,film & video/animation
528,"Avila, Ford and Welch",Focused leadingedge matrix,9000,7227,failed,80,GB,GBP,1385186400,1389074400,FALSE,FALSE,music/indie rock
529,Gallegos Inc,Seamless logistical encryption,5100,574,failed,9,US,USD,1399698000,1402117200,FALSE,FALSE,games/video games
530,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,105000,96328,failed,1784,US,USD,1283230800,1284440400,FALSE,TRUE,publishing/fiction
531,Berry-Richardson,Automated zero tolerance implementation,186700,178338,live,3640,CH,CHF,1384149600,1388988000,FALSE,FALSE,games/video games
532,Cordova-Torres,Pre-emptive grid-enabled contingency,1600,8046,successful,126,CA,CAD,1516860000,1516946400,FALSE,FALSE,theater/plays
533,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,115600,184086,successful,2218,GB,GBP,1374642000,1377752400,FALSE,FALSE,music/indie rock
534,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,89100,13385,failed,243,US,USD,1534482000,1534568400,FALSE,TRUE,film & video/drama
535,Garrison LLC,Profit-focused 24/7 data-warehouse,2600,12533,successful,202,IT,EUR,1528434000,1528606800,FALSE,TRUE,theater/plays
536,Shannon-Olson,Enhanced methodical middleware,9800,14697,successful,140,IT,EUR,1282626000,1284872400,FALSE,FALSE,publishing/fiction
537,Murillo-Mcfarland,Synchronized client-driven projection,84400,98935,successful,1052,DK,DKK,1535605200,1537592400,TRUE,TRUE,film & video/documentary
538,"Young, Gilbert and Escobar",Networked didactic time-frame,151300,57034,failed,1296,US,USD,1379826000,1381208400,FALSE,FALSE,games/mobile games
539,"Thomas, Welch and Santana",Assimilated exuding toolset,9800,7120,failed,77,US,USD,1561957200,1562475600,FALSE,TRUE,food/food trucks
540,Brown-Pena,Front-line client-server secured line,5300,14097,successful,247,US,USD,1525496400,1527397200,FALSE,FALSE,photography/photography books
541,"Holder, Caldwell and Vance",Polarized systemic Internet solution,178000,43086,failed,395,IT,EUR,1433912400,1436158800,FALSE,FALSE,games/mobile games
542,Harrison-Bridges,Profit-focused exuding moderator,77000,1930,failed,49,GB,GBP,1453442400,1456034400,FALSE,FALSE,music/indie rock
543,"Johnson, Murphy and Peterson",Cross-group high-level moderator,84900,13864,failed,180,US,USD,1378875600,1380171600,FALSE,FALSE,games/video games
544,Taylor Inc,Public-key 3rdgeneration system engine,2800,7742,successful,84,US,USD,1452232800,1453356000,FALSE,FALSE,music/rock
545,Deleon and Sons,Organized value-added access,184800,164109,failed,2690,US,USD,1577253600,1578981600,FALSE,FALSE,theater/plays
546,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200,6870,successful,88,US,USD,1537160400,1537419600,FALSE,TRUE,theater/plays
547,Hardin-Dixon,Focused solution-oriented matrix,1300,12597,successful,156,US,USD,1422165600,1423202400,FALSE,FALSE,film & video/drama
548,York-Pitts,Monitored discrete toolset,66100,179074,successful,2985,US,USD,1459486800,1460610000,FALSE,FALSE,theater/plays
549,Jarvis and Sons,Business-focused intermediate system engine,29500,83843,successful,762,US,USD,1369717200,1370494800,FALSE,FALSE,technology/wearables
550,Morrison-Henderson,De-engineered disintermediate encoding,100,4,canceled,1,CH,CHF,1330495200,1332306000,FALSE,FALSE,music/indie rock
551,Martin-James,Streamlined upward-trending analyzer,180100,105598,failed,2779,AU,AUD,1419055200,1422511200,FALSE,TRUE,technology/web
552,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000,8866,failed,92,US,USD,1480140000,1480312800,FALSE,FALSE,theater/plays
553,"Dougherty, Austin and Mills",De-engineered 5thgeneration contingency,170600,75022,failed,1028,US,USD,1293948000,1294034400,FALSE,FALSE,music/rock
554,Ritter PLC,Multi-channeled upward-trending application,9500,14408,successful,554,CA,CAD,1482127200,1482645600,FALSE,FALSE,music/indie rock
555,Anderson Group,Organic maximized database,6300,14089,successful,135,DK,DKK,1396414800,1399093200,FALSE,FALSE,music/rock
556,Smith and Sons,Grass-roots 24/7 attitude,5200,12467,successful,122,US,USD,1315285200,1315890000,FALSE,TRUE,publishing/translations
557,Lam-Hamilton,Team-oriented global strategy,6000,11960,successful,221,US,USD,1443762000,1444021200,FALSE,TRUE,film & video/science fiction
558,Ho Ltd,Enhanced client-driven capacity,5800,7966,successful,126,US,USD,1456293600,1460005200,FALSE,FALSE,theater/plays
559,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300,106321,successful,1022,US,USD,1470114000,1470718800,FALSE,FALSE,theater/plays
560,Hunt LLC,Re-engineered radical policy,20000,158832,successful,3177,US,USD,1321596000,1325052000,FALSE,FALSE,film & video/animation
561,Fowler-Smith,Down-sized logistical adapter,3000,11091,successful,198,CH,CHF,1318827600,1319000400,FALSE,FALSE,theater/plays
562,Blair Inc,Configurable bandwidth-monitored throughput,9900,1269,failed,26,CH,CHF,1552366800,1552539600,FALSE,FALSE,music/rock
563,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,3700,5107,successful,85,AU,AUD,1542088800,1543816800,FALSE,FALSE,film & video/documentary
564,Hernandez-Macdonald,Organic high-level implementation,168700,141393,failed,1790,US,USD,1426395600,1427086800,FALSE,FALSE,theater/plays
565,Joseph LLC,Decentralized logistical collaboration,94900,194166,successful,3596,US,USD,1321336800,1323064800,FALSE,FALSE,theater/plays
566,Webb-Smith,Advanced content-based installation,9300,4124,failed,37,US,USD,1456293600,1458277200,FALSE,TRUE,music/electric music
567,Johns PLC,Distributed high-level open architecture,6800,14865,successful,244,US,USD,1404968400,1405141200,FALSE,FALSE,music/rock
568,Hardin-Foley,Synergized zero tolerance help-desk,72400,134688,successful,5180,US,USD,1279170000,1283058000,FALSE,FALSE,theater/plays
569,"Fischer, Fowler and Arnold",Extended multi-tasking definition,20100,47705,successful,589,IT,EUR,1294725600,1295762400,FALSE,FALSE,film & video/animation
570,Martinez-Juarez,Realigned uniform knowledge user,31200,95364,successful,2725,US,USD,1419055200,1419573600,FALSE,TRUE,music/rock
571,Wilson and Sons,Monitored grid-enabled model,3500,3295,failed,35,IT,EUR,1434690000,1438750800,FALSE,FALSE,film & video/shorts
572,Clements Group,Assimilated actuating policy,9000,4896,canceled,94,US,USD,1443416400,1444798800,FALSE,TRUE,music/rock
573,Valenzuela-Cook,Total incremental productivity,6700,7496,successful,300,US,USD,1399006800,1399179600,FALSE,FALSE,journalism/audio
574,"Parker, Haley and Foster",Adaptive local task-force,2700,9967,successful,144,US,USD,1575698400,1576562400,FALSE,TRUE,food/food trucks
575,Fuentes LLC,Universal zero-defect concept,83300,52421,failed,558,US,USD,1400562000,1400821200,FALSE,TRUE,theater/plays
576,Moran and Sons,Object-based bottom-line superstructure,9700,6298,failed,64,US,USD,1509512400,1510984800,FALSE,FALSE,theater/plays
577,Stevens Inc,Adaptive 24hour projection,8200,1546,canceled,37,US,USD,1299823200,1302066000,FALSE,FALSE,music/jazz
578,Martinez-Johnson,Sharable radical toolset,96500,16168,failed,245,US,USD,1322719200,1322978400,FALSE,FALSE,film & video/science fiction
579,Franklin Inc,Focused multimedia knowledgebase,6200,6269,successful,87,US,USD,1312693200,1313730000,FALSE,FALSE,music/jazz
580,Perez PLC,Seamless 6thgeneration extranet,43800,149578,successful,3116,US,USD,1393394400,1394085600,FALSE,FALSE,theater/plays
581,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000,3841,failed,71,US,USD,1304053200,1305349200,FALSE,FALSE,technology/web
582,Pineda Ltd,Cross-group global system engine,8700,4531,failed,42,US,USD,1433912400,1434344400,FALSE,TRUE,games/video games
583,Powell and Sons,Centralized clear-thinking conglomeration,18900,60934,successful,909,US,USD,1329717600,1331186400,FALSE,FALSE,film & video/documentary
584,Nunez-Richards,De-engineered cohesive system engine,86400,103255,successful,1613,US,USD,1335330000,1336539600,FALSE,FALSE,technology/web
585,Pugh LLC,Reactive analyzing function,8900,13065,successful,136,US,USD,1268888400,1269752400,FALSE,FALSE,publishing/translations
586,Rowe-Wong,Robust hybrid budgetary management,700,6654,successful,130,US,USD,1289973600,1291615200,FALSE,FALSE,music/rock
587,Williams-Santos,Open-source analyzing monitoring,9400,6852,failed,156,CA,CAD,1547877600,1552366800,FALSE,TRUE,food/food trucks
588,Weber Inc,Up-sized discrete firmware,157600,124517,failed,1368,GB,GBP,1269493200,1272171600,FALSE,FALSE,theater/plays
589,"Avery, Brown and Parker",Exclusive intangible extranet,7900,5113,failed,102,US,USD,1436072400,1436677200,FALSE,FALSE,film & video/documentary
590,Cox Group,Synergized analyzing process improvement,7100,5824,failed,86,AU,AUD,1419141600,1420092000,FALSE,FALSE,publishing/radio & podcasts
591,Jensen LLC,Realigned dedicated system engine,600,6226,successful,102,US,USD,1279083600,1279947600,FALSE,FALSE,games/video games
592,Brown Inc,Object-based bandwidth-monitored concept,156800,20243,failed,253,US,USD,1401426000,1402203600,FALSE,FALSE,theater/plays
593,Hale-Hayes,Ameliorated client-driven open system,121600,188288,successful,4006,US,USD,1395810000,1396933200,FALSE,FALSE,film & video/animation
594,Mcbride PLC,Upgradable leadingedge Local Area Network,157300,11167,failed,157,US,USD,1467003600,1467262800,FALSE,TRUE,theater/plays
595,Harris-Jennings,Customizable intermediate data-warehouse,70300,146595,successful,1629,US,USD,1268715600,1270530000,FALSE,TRUE,theater/plays
596,Becker-Scott,Managed optimizing archive,7900,7875,failed,183,US,USD,1457157600,1457762400,FALSE,TRUE,film & video/drama
597,"Todd, Freeman and Henry",Diverse systematic projection,73800,148779,successful,2188,US,USD,1573970400,1575525600,FALSE,FALSE,theater/plays
598,"Martinez, Garza and Young",Up-sized web-enabled info-mediaries,108500,175868,successful,2409,IT,EUR,1276578000,1279083600,FALSE,FALSE,music/rock
599,Smith-Ramos,Persevering optimizing Graphical User Interface,140300,5112,failed,82,DK,DKK,1423720800,1424412000,FALSE,FALSE,film & video/documentary
600,Brown-George,Cross-platform tertiary array,100,5,failed,1,GB,GBP,1375160400,1376197200,FALSE,FALSE,food/food trucks
601,Waters and Sons,Inverse neutral structure,6300,13018,successful,194,US,USD,1401426000,1402894800,TRUE,FALSE,technology/wearables
602,Brown Ltd,Quality-focused system-worthy support,71100,91176,successful,1140,US,USD,1433480400,1434430800,FALSE,FALSE,theater/plays
603,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300,6342,successful,102,US,USD,1555563600,1557896400,FALSE,FALSE,theater/plays
604,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700,151438,successful,2857,US,USD,1295676000,1297490400,FALSE,FALSE,theater/plays
605,"Ortiz, Valenzuela and Collins",Profound solution-oriented matrix,3300,6178,successful,107,US,USD,1443848400,1447394400,FALSE,FALSE,publishing/nonfiction
606,Valencia PLC,Extended asynchronous initiative,3400,6405,successful,160,GB,GBP,1457330400,1458277200,FALSE,FALSE,music/rock
607,"Gordon, Mendez and Johnson",Fundamental needs-based frame,137600,180667,successful,2230,US,USD,1395550800,1395723600,FALSE,FALSE,food/food trucks
608,Johnson Group,Compatible full-range leverage,3900,11075,successful,316,US,USD,1551852000,1552197600,FALSE,TRUE,music/jazz
609,Rose-Fuller,Upgradable holistic system engine,10000,12042,successful,117,US,USD,1547618400,1549087200,FALSE,FALSE,film & video/science fiction
